,,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
Rk,Name,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
496,Jannik Vestergaard\1900032e,Jannik Vestergaard\1900032e,dk DEN,DF,Leicester City,29-232,1992,6.3,0,1,0,0,0.16,0,0,,4.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
497,Nikola Vlasic\aa8e289e,Nikola Vlaši?\aa8e289e,hr CRO,FWMF,West Ham,24-170,1997,5.1,1,5,2,40,0.99,0.39,0.2,0.5,15.4,0,0,0,1,1,0.19,0,0,Matches
498,Matej Vydra\0d4ceb32,Mat?j Vydra\0d4ceb32,cz CZE,FW,Burnley,29-326,1992,5,1,12,4,33.3,2.41,0.8,0.08,0.25,14.8,0,0,0,2,2,0.17,-1,-1,Matches
499,Theo Walcott\1ecb65be,Theo Walcott\1ecb65be,eng ENG,MFFW,Southampton,33-007,1989,4.2,0,6,0,0,1.42,0,0,,15.9,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches
500,Kyle Walker\86dd77d1,Kyle Walker\86dd77d1,eng ENG,DF,Manchester City,31-299,1990,17.5,0,7,1,14.3,0.4,0.06,0,0,23.2,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
501,Kyle Walker-Peters\984a5a64,Kyle Walker-Peters\984a5a64,eng ENG,DF,Southampton,24-344,1997,20.3,1,20,7,35,0.98,0.34,0.05,0.14,19.2,0,0,0,0.7,0.7,0.04,0.3,0.3,Matches
502,Aaron Wan-Bissaka\9e525177,Aaron Wan-Bissaka\9e525177,eng ENG,DF,Manchester Utd,24-117,1997,17.9,0,4,1,25,0.22,0.06,0,0,14.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
503,Joel Ward\8a7ff278,Joel Ward\8a7ff278,eng ENG,DF,Crystal Palace,32-145,1989,23,0,8,1,12.5,0.35,0.04,0,0,20.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
504,James Ward-Prowse\3515d404,James Ward-Prowse\3515d404,eng ENG,MF,Southampton,27-142,1994,26.7,6,35,14,40,1.31,0.52,0.09,0.21,27.1,15,3,3,3.7,1.4,0.04,2.3,1.6,Matches
505,Ollie Watkins\aed3a70f,Ollie Watkins\aed3a70f,eng ENG,FW,Aston Villa,26-083,1995,24.1,7,52,21,40.4,2.16,0.87,0.13,0.33,13.3,0,0,0,8,8,0.15,-1,-1,Matches
506,Adam Webster\c40b6180,Adam Webster\c40b6180,eng ENG,DF,Brighton,27-078,1995,13,2,7,2,28.6,0.54,0.15,0.29,1,9.4,0,0,0,1,1,0.18,1,1,Matches
507,Wout Weghorst\c4e87b8b,Wout Weghorst\c4e87b8b,nl NED,FW,Burnley,29-228,1992,8.4,1,13,4,30.8,1.56,0.48,0.08,0.25,15.3,0,0,0,1.5,1.5,0.12,-0.5,-0.5,Matches
508,Danny Welbeck\ce5143da,Danny Welbeck\ce5143da,eng ENG,FWMF,Brighton,31-117,1990,8.1,3,18,9,50,2.23,1.11,0.17,0.33,12.6,0,0,0,1.7,1.7,0.09,1.3,1.3,Matches
509,Timo Werner\49fe9070,Timo Werner\49fe9070,de GER,FWMF,Chelsea,26-017,1996,8.2,1,23,6,26.1,2.8,0.73,0.04,0.17,12.8,0,0,0,3.6,3.6,0.16,-2.6,-2.6,Matches
510,Ashley Westwood\495945ef,Ashley Westwood\495945ef,eng ENG,MF,Burnley,31-356,1990,22.1,0,9,1,11.1,0.41,0.05,0,0,20.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
511,Ben White\35e413f1,Ben White\35e413f1,eng ENG,DF,Arsenal,24-166,1997,26,0,12,3,25,0.46,0.12,0,0,14.1,0,0,0,1,1,0.08,-1,-1,Matches
512,Brandon Williams\5e74d6c8,Brandon Williams\5e74d6c8,eng ENG,DF,Norwich City,21-201,2000,21.5,0,1,0,0,0.05,0,0,,18,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
513,Neco Williams\dd323728,Neco Williams\dd323728,wls WAL,DF,Liverpool,20-344,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
514,Joe Willock\a3b03921,Joe Willock\a3b03921,eng ENG,MF,Newcastle Utd,22-215,1999,19.5,2,29,8,27.6,1.49,0.41,0.07,0.25,16.8,0,0,0,3,3,0.1,-1,-1,Matches
515,Callum Wilson\c596fcb0,Callum Wilson\c596fcb0,eng ENG,FW,Newcastle Utd,30-024,1992,13.2,6,25,9,36,1.9,0.68,0.2,0.56,11.5,0,1,1,4.4,3.6,0.15,1.6,1.4,Matches
516,Harry Winks\2f7acede,Harry Winks\2f7acede,eng ENG,MF,Tottenham,26-049,1996,9.4,0,2,1,50,0.21,0.11,0,0,23.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
517,Yoane Wissa\2500cef9,Yoane Wissa\2500cef9,cd COD,FWMF,Brentford,25-201,1996,9.6,4,16,7,43.8,1.67,0.73,0.25,0.57,16.1,0,0,0,1.9,1.9,0.12,2.1,2.1,Matches
518,Chris Wood\4e9a0555,Chris Wood\4e9a0555,nz NZL,FW,Newcastle Utd,30-106,1991,10,1,17,5,29.4,1.7,0.5,0.06,0.2,10.1,0,0,0,2,2,0.11,-1,-1,Matches
519,Chris Wood\4e9a0555,Chris Wood\4e9a0555,nz NZL,FW,Burnley,30-106,1991,15.2,3,31,10,32.3,2.04,0.66,0.1,0.3,11.8,0,0,0,4.5,4.5,0.14,-1.5,-1.5,Matches
520,Freddie Woodman\19e50035,Freddie Woodman\19e50035,eng ENG,GK,Newcastle Utd,25-019,1997,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
521,Granit Xhaka\e61b8aee,Granit Xhaka\e61b8aee,ch SUI,MF,Arsenal,29-177,1992,16.2,0,15,0,0,0.93,0,0,,21.3,1,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
522,Andriy Yarmolenko\849c826a,Andriy Yarmolenko\849c826a,ua UKR,FWMF,West Ham,32-151,1989,1.9,1,8,3,37.5,4.26,1.6,0.13,0.33,16.7,0,0,0,0.5,0.5,0.06,0.5,0.5,Matches
523,Ashley Young\be927d03,Ashley Young\be927d03,eng ENG,DFFW,Aston Villa,36-257,1985,11.7,0,9,2,22.2,0.77,0.17,0,0,20.3,1,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
524,Wilfried Zaha\b2bc3b1f,Wilfried Zaha\b2bc3b1f,ci CIV,FW,Crystal Palace,29-133,1992,22.5,9,41,14,34.1,1.83,0.62,0.15,0.43,19,0,3,4,5.9,2.9,0.07,3.1,3.1,Matches
525,Christoph Zimmermann\2d5f03bf,Christoph Zimmermann\2d5f03bf,de GER,DF,Norwich City,29-070,1993,0.5,0,1,1,100,2,2,0,0,22,0,0,0,0,0,0.04,0,0,Matches
526,Oleksandr Zinchenko\51cf8561,Oleksandr Zinchenko\51cf8561,ua UKR,DF,Manchester City,25-098,1996,6.6,0,5,1,20,0.75,0.15,0,0,23.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
527,Hakim Ziyech\6622454d,Hakim Ziyech\6622454d,ma MAR,FWMF,Chelsea,29-004,1993,10.7,4,39,14,35.9,3.63,1.3,0.1,0.29,19.4,2,0,0,2.9,2.9,0.08,1.1,1.1,Matches
528,Kurt Zouma\ce4246f5,Kurt Zouma\ce4246f5,fr FRA,DF,West Ham,27-147,1994,17.8,1,6,2,33.3,0.34,0.11,0.17,0.5,5.5,0,0,0,0.8,0.8,0.14,0.2,0.2,Matches
529,Martin Odegaard\79300479,Martin Ødegaard\79300479,no NOR,MF,Arsenal,23-096,1998,21,5,30,13,43.3,1.43,0.62,0.17,0.38,19.3,8,0,0,3.1,3.1,0.1,1.9,1.9,Matches
