,,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
Rk,Name,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
491,Christos Tzolis\9f333379,Christos Tzolis\9f333379,gr GRE,FWMF,Norwich City,20-052,2002,3.4,6,2,3,3,0,3,10,30,7,58,13,22.4,21,16,21,2,0,0,2,2,8,1,0,Matches
492,Yan Valery\531a4aa8,Yan Valery\531a4aa8,fr FRA,DF,Southampton,23-029,1999,1.5,0,0,0,0,0,0,2,0,2,12,5,41.7,2,9,1,3,2,0,1,5,5,3,0,Matches
493,Raphael Varane\9f8e9423,Raphaël Varane\9f8e9423,fr FRA,DF,Manchester Utd,28-332,1993,15.3,23,13,15,5,3,10,20,50,10,126,48,38.1,88,34,4,28,11,0,17,29,52,73,0,Matches
494,Jamie Vardy\45963054,Jamie Vardy\45963054,eng ENG,FW,Leicester City,35-071,1987,15.6,2,1,0,2,0,0,3,0,3,212,52,24.5,12,85,115,8,1,0,7,5,7,11,0,Matches
495,Joel Veltman\dad4b285,Joël Veltman\dad4b285,nl NED,DF,Brighton,30-067,1992,22.9,66,31,39,22,5,20,48,41.7,28,271,87,32.1,133,109,29,43,9,0,34,53,119,59,0,Matches
496,Jannik Vestergaard\1900032e,Jannik Vestergaard\1900032e,dk DEN,DF,Leicester City,29-232,1992,6.3,16,11,13,3,0,6,15,40,9,60,22,36.7,45,15,0,15,10,0,5,15,31,41,1,Matches
497,Nikola Vlasic\aa8e289e,Nikola Vlaši?\aa8e289e,hr CRO,FWMF,West Ham,24-170,1997,5.1,12,10,3,7,2,4,19,21.1,15,129,31,24,36,55,38,4,0,0,4,9,21,2,0,Matches
498,Matej Vydra\0d4ceb32,Mat?j Vydra\0d4ceb32,cz CZE,FW,Burnley,29-326,1992,5,7,4,1,1,5,2,4,50,2,108,26,24.1,10,43,55,2,1,0,1,2,9,7,0,Matches
499,Theo Walcott\1ecb65be,Theo Walcott\1ecb65be,eng ENG,MFFW,Southampton,33-007,1989,4.2,5,3,2,1,2,3,5,60,2,79,17,21.5,20,35,24,5,0,0,5,7,12,2,0,Matches
500,Kyle Walker\86dd77d1,Kyle Walker\86dd77d1,eng ENG,DF,Manchester City,31-299,1990,17.5,22,16,11,9,2,10,21,47.6,11,146,53,36.3,50,74,22,15,4,0,11,19,41,20,0,Matches
501,Kyle Walker-Peters\984a5a64,Kyle Walker-Peters\984a5a64,eng ENG,DF,Southampton,24-344,1997,20.3,46,19,18,21,7,15,27,55.6,12,250,85,34,91,103,56,29,4,0,25,44,90,32,0,Matches
502,Aaron Wan-Bissaka\9e525177,Aaron Wan-Bissaka\9e525177,eng ENG,DF,Manchester Utd,24-117,1997,17.9,36,21,19,12,5,6,16,37.5,10,193,52,26.9,87,68,38,54,13,1,41,39,75,44,0,Matches
503,Joel Ward\8a7ff278,Joel Ward\8a7ff278,eng ENG,DF,Crystal Palace,32-145,1989,23,44,25,27,17,0,23,46,50,23,244,69,28.3,129,83,32,45,9,0,36,40,84,88,1,Matches
504,James Ward-Prowse\3515d404,James Ward-Prowse\3515d404,eng ENG,MF,Southampton,27-142,1994,26.7,40,24,13,21,6,11,51,21.6,40,416,137,32.9,119,233,64,46,11,1,35,48,88,35,0,Matches
505,Ollie Watkins\aed3a70f,Ollie Watkins\aed3a70f,eng ENG,FW,Aston Villa,26-083,1995,24.1,9,8,2,4,3,0,8,0,8,402,101,25.1,33,185,184,34,4,0,30,15,24,21,0,Matches
506,Adam Webster\c40b6180,Adam Webster\c40b6180,eng ENG,DF,Brighton,27-078,1995,13,19,9,14,3,2,10,19,52.6,9,93,34,36.6,57,29,7,28,14,0,14,24,43,60,2,Matches
507,Wout Weghorst\c4e87b8b,Wout Weghorst\c4e87b8b,nl NED,FW,Burnley,29-228,1992,8.4,9,8,2,4,3,2,10,20,8,267,71,26.6,46,121,100,18,2,0,16,4,13,7,0,Matches
508,Danny Welbeck\ce5143da,Danny Welbeck\ce5143da,eng ENG,FWMF,Brighton,31-117,1990,8.1,5,4,0,4,1,1,8,12.5,7,121,33,27.3,18,45,58,9,1,0,8,2,7,7,0,Matches
509,Timo Werner\49fe9070,Timo Werner\49fe9070,de GER,FWMF,Chelsea,26-017,1996,8.2,3,0,0,1,2,0,13,0,13,146,34,23.3,25,46,75,6,0,0,6,4,7,2,0,Matches
510,Ashley Westwood\495945ef,Ashley Westwood\495945ef,eng ENG,MF,Burnley,31-356,1990,22.1,29,22,7,19,3,14,29,48.3,15,387,85,22,108,218,61,17,8,0,9,41,70,19,0,Matches
511,Ben White\35e413f1,Ben White\35e413f1,eng ENG,DF,Arsenal,24-166,1997,26,32,18,20,9,3,14,33,42.4,19,184,66,35.9,95,73,16,44,21,0,23,59,91,88,0,Matches
512,Brandon Williams\5e74d6c8,Brandon Williams\5e74d6c8,eng ENG,DF,Norwich City,21-201,2000,21.5,53,26,36,14,3,22,53,41.5,31,301,77,25.6,146,115,40,48,7,0,41,58,111,42,0,Matches
513,Neco Williams\dd323728,Neco Williams\dd323728,wls WAL,DF,Liverpool,20-344,2001,0.1,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
514,Joe Willock\a3b03921,Joe Willock\a3b03921,eng ENG,MF,Newcastle Utd,22-215,1999,19.5,59,39,28,25,6,19,56,33.9,37,460,99,21.5,157,213,90,36,8,0,28,27,86,16,0,Matches
515,Callum Wilson\c596fcb0,Callum Wilson\c596fcb0,eng ENG,FW,Newcastle Utd,30-024,1992,13.2,7,5,1,3,3,1,4,25,3,162,36,22.2,20,59,83,9,4,0,5,4,11,12,1,Matches
516,Harry Winks\2f7acede,Harry Winks\2f7acede,eng ENG,MF,Tottenham,26-049,1996,9.4,14,5,4,7,3,6,14,42.9,8,135,29,21.5,47,66,22,17,4,0,13,19,33,7,0,Matches
517,Yoane Wissa\2500cef9,Yoane Wissa\2500cef9,cd COD,FWMF,Brentford,25-201,1996,9.6,10,4,3,3,4,0,9,0,9,126,35,27.8,20,40,66,12,4,0,8,6,16,6,0,Matches
518,Chris Wood\4e9a0555,Chris Wood\4e9a0555,nz NZL,FW,Newcastle Utd,30-106,1991,10,2,1,0,2,0,1,2,50,1,167,50,29.9,10,82,75,6,2,0,4,2,4,4,0,Matches
519,Chris Wood\4e9a0555,Chris Wood\4e9a0555,nz NZL,FW,Burnley,30-106,1991,15.2,11,8,2,5,4,4,8,50,4,198,60,30.3,8,81,109,16,7,0,9,4,15,6,0,Matches
520,Freddie Woodman\19e50035,Freddie Woodman\19e50035,eng ENG,GK,Newcastle Utd,25-019,1997,4,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
521,Granit Xhaka\e61b8aee,Granit Xhaka\e61b8aee,ch SUI,MF,Arsenal,29-177,1992,16.2,30,18,13,12,5,13,29,44.8,16,202,57,28.2,60,90,52,21,5,0,16,21,51,16,0,Matches
522,Andriy Yarmolenko\849c826a,Andriy Yarmolenko\849c826a,ua UKR,FWMF,West Ham,32-151,1989,1.9,2,0,1,1,0,2,5,40,3,41,8,19.5,11,14,16,5,2,0,3,0,2,1,0,Matches
523,Ashley Young\be927d03,Ashley Young\be927d03,eng ENG,DFFW,Aston Villa,36-257,1985,11.7,21,11,10,7,4,9,11,81.8,2,107,26,24.3,43,39,25,11,4,0,7,15,36,19,0,Matches
524,Wilfried Zaha\b2bc3b1f,Wilfried Zaha\b2bc3b1f,ci CIV,FW,Crystal Palace,29-133,1992,22.5,37,26,13,16,8,8,17,47.1,9,461,122,26.5,105,232,124,19,0,0,19,19,56,3,0,Matches
525,Christoph Zimmermann\2d5f03bf,Christoph Zimmermann\2d5f03bf,de GER,DF,Norwich City,29-070,1993,0.5,0,0,0,0,0,0,1,0,1,8,2,25,4,2,2,0,0,0,0,2,2,1,0,Matches
526,Oleksandr Zinchenko\51cf8561,Oleksandr Zinchenko\51cf8561,ua UKR,DF,Manchester City,25-098,1996,6.6,13,7,4,7,2,3,9,33.3,6,54,20,37,9,33,12,7,1,0,6,11,24,8,0,Matches
527,Hakim Ziyech\6622454d,Hakim Ziyech\6622454d,ma MAR,FWMF,Chelsea,29-004,1993,10.7,16,8,4,9,3,3,23,13,20,204,59,28.9,45,94,65,16,1,0,15,17,33,7,0,Matches
528,Kurt Zouma\ce4246f5,Kurt Zouma\ce4246f5,fr FRA,DF,West Ham,27-147,1994,17.8,9,4,8,1,0,4,8,50,4,75,24,32,41,26,8,27,22,0,5,39,48,111,0,Matches
529,Martin Odegaard\79300479,Martin Ødegaard\79300479,no NOR,MF,Arsenal,23-096,1998,21,29,17,4,14,11,7,28,25,21,395,108,27.3,74,173,148,14,1,0,13,16,45,8,1,Matches
